date,store,product,price,units_sold,promotion,holiday
2023-12-10,Dublin,Product C,21.59,17,1,1
2023-12-11,Dublin,Product C,21.59,30,0,0
2023-12-12,Dublin,Product C,21.59,27,1,0
2023-12-13,Dublin,Product C,21.59,48,0,0
2023-12-14,Dublin,Product C,21.59,37,1,1
2023-12-15,Dublin,Product C,21.59,19,0,0
2023-12-16,Dublin,Product C,21.59,45,1,0
2023-12-17,Dublin,Product C,21.59,9,0,0
2023-12-18,Dublin,Product C,21.59,38,0,0
2023-12-19,Dublin,Product C,21.59,41,0,0
2023-12-20,Dublin,Product C,21.59,27,0,1
2023-12-21,Dublin,Product C,21.59,31,1,0
2023-12-22,Dublin,Product C,21.59,37,1,0
2023-12-23,Dublin,Product C,21.59,49,1,1
2023-12-24,Dublin,Product C,21.59,44,1,0
2023-12-25,Dublin,Product C,21.59,7,1,1
2023-12-26,Dublin,Product C,21.59,29,0,0
2023-12-27,Dublin,Product C,21.59,27,0,0
2023-12-28,Dublin,Product C,21.59,41,0,0
2023-12-29,Dublin,Product C,21.59,15,0,0
2023-12-30,Dublin,Product C,21.59,10,0,0
2023-12-31,Dublin,Product C,21.59,8,1,1
2023-01-01,Cork,Product A,36.15,6,0,1
2023-01-02,Cork,Product A,36.15,12,0,1
2023-01-03,Cork,Product A,36.15,36,0,0
2023-01-04,Cork,Product A,36.15,9,1,1
2023-01-05,Cork,Product A,36.15,18,1,1
2023-01-06,Cork,Product A,36.15,16,1,0
2023-01-07,Cork,Product A,36.15,31,0,0
2023-01-08,Cork,Product A,36.15,42,1,0
2023-01-09,Cork,Product A,36.15,36,0,0
2023-01-10,Cork,Product A,36.15,10,1,0
2023-01-11,Cork,Product A,36.15,17,0,1
2023-01-12,Cork,Product A,36.15,28,1,1
2023-01-13,Cork,Product A,36.15,12,0,1
2023-01-14,Cork,Product A,36.15,43,1,0
2023-01-15,Cork,Product A,36.15,23,0,0
2023-01-16,Cork,Product A,36.15,13,1,1
2023-01-17,Cork,Product A,36.15,5,1,0
2023-01-18,Cork,Product A,36.15,27,0,0
2023-01-19,Cork,Product A,36.15,30,1,0
2023-01-20,Cork,Product A,36.15,48,1,0
2023-01-21,Cork,Product A,36.15,9,1,0
2023-01-22,Cork,Product A,36.15,38,1,0
2023-01-23,Cork,Product A,36.15,39,1,1
2023-01-24,Cork,Product A,36.15,34,1,1
2023-01-25,Cork,Product A,36.15,14,1,0
2023-01-26,Cork,Product A,36.15,42,1,0
2023-01-27,Cork,Product A,36.15,13,0,1
2023-01-28,Cork,Product A,36.15,41,1,1
2023-01-29,Cork,Product A,36.15,37,0,1
2023-01-30,Cork,Product A,36.15,24,0,0
2023-01-31,Cork,Product A,36.15,24,1,0
2023-02-01,Cork,Product A,36.15,37,1,0
2023-02-02,Cork,Product A,36.15,20,1,1
2023-02-03,Cork,Product A,36.15,13,1,0
2023-02-04,Cork,Product A,36.15,27,1,1
2023-02-05,Cork,Product A,36.15,28,0,0
2023-02-06,Cork,Product A,36.15,40,1,1
2023-02-07,Cork,Product A,36.15,35,1,0
2023-02-08,Cork,Product A,36.15,25,0,0
2023-02-09,Cork,Product A,36.15,14,1,0
2023-02-10,Cork,Product A,36.15,20,0,0
2023-02-11,Cork,Product A,36.15,14,1,0
2023-02-12,Cork,Product A,36.15,34,1,1
2023-02-13,Cork,Product A,36.15,33,0,1
2023-02-14,Cork,Product A,36.15,26,1,0
2023-02-15,Cork,Product A,36.15,13,0,0
2023-02-16,Cork,Product A,36.15,34,0,0
2023-02-17,Cork,Product A,36.15,25,1,0
2023-02-18,Cork,Product A,36.15,33,0,0
2023-02-19,Cork,Product A,36.15,32,0,0
2023-02-20,Cork,Product A,36.15,31,0,0
2023-02-21,Cork,Product A,36.15,24,1,0
2023-02-22,Cork,Product A,36.15,43,0,0
2023-02-23,Cork,Product A,36.15,38,0,0
2023-02-24,Cork,Product A,36.15,20,0,0
2023-02-25,Cork,Product A,36.15,34,0,1
2023-02-26,Cork,Product A,36.15,49,0,1
2023-02-27,Cork,Product A,36.15,30,1,0
2023-02-28,Cork,Product A,36.15,17,0,0
2023-03-01,Cork,Product A,36.15,23,0,0
2023-03-02,Cork,Product A,36.15,32,0,0
2023-03-03,Cork,Product A,36.15,14,0,1
2023-03-04,Cork,Product A,36.15,33,0,1
2023-03-05,Cork,Product A,36.15,45,0,1
2023-03-06,Cork,Product A,36.15,42,1,1
2023-03-07,Cork,Product A,36.15,7,1,0
2023-03-08,Cork,Product A,36.15,36,1,1
2023-03-09,Cork,Product A,36.15,19,1,1
2023-03-10,Cork,Product A,36.15,46,1,1
2023-03-11,Cork,Product A,36.15,6,1,0
2023-03-12,Cork,Product A,36.15,26,0,0
2023-03-13,Cork,Product A,36.15,18,0,0
2023-03-14,Cork,Product A,36.15,32,0,0
2023-03-15,Cork,Product A,36.15,11,1,1
2023-03-16,Cork,Product A,36.15,37,0,0
2023-03-17,Cork,Product A,36.15,19,0,0
2023-03-18,Cork,Product A,36.15,23,1,0
2023-03-19,Cork,Product A,36.15,11,0,1
2023-03-20,Cork,Product A,36.15,37,1,1
2023-03-21,Cork,Product A,36.15,33,0,1
2023-03-22,Cork,Product A,36.15,25,1,0
2023-03-23,Cork,Product A,36.15,39,1,0
2023-03-24,Cork,Product A,36.15,39,1,0
2023-03-25,Cork,Product A,36.15,15,1,1
2023-03-26,Cork,Product A,36.15,33,1,1
2023-03-27,Cork,Product A,36.15,18,1,0
2023-03-28,Cork,Product A,36.15,12,1,0
2023-03-29,Cork,Product A,36.15,31,0,1
2023-03-30,Cork,Product A,36.15,26,1,0
2023-03-31,Cork,Product A,36.15,40,0,0
2023-04-01,Cork,Product A,36.15,49,1,0
2023-04-02,Cork,Product A,36.15,23,0,0
2023-04-03,Cork,Product A,36.15,40,0,1
2023-04-04,Cork,Product A,36.15,43,1,0
2023-04-05,Cork,Product A,36.15,27,1,0
2023-04-06,Cork,Product A,36.15,15,0,1
2023-04-07,Cork,Product A,36.15,33,1,0
2023-04-08,Cork,Product A,36.15,44,1,1
2023-04-09,Cork,Product A,36.15,49,0,0
2023-04-10,Cork,Product A,36.15,16,0,0
2023-04-11,Cork,Product A,36.15,49,1,1
2023-04-12,Cork,Product A,36.15,35,0,0
2023-04-13,Cork,Product A,36.15,25,1,1
2023-04-14,Cork,Product A,36.15,17,1,1
2023-04-15,Cork,Product A,36.15,40,1,1
2023-04-16,Cork,Product A,36.15,11,1,1
2023-04-17,Cork,Product A,36.15,33,0,0
2023-04-18,Cork,Product A,36.15,20,1,0
2023-04-19,Cork,Product A,36.15,18,0,1
2023-04-20,Cork,Product A,36.15,34,1,1
2023-04-21,Cork,Product A,36.15,6,1,0
2023-04-22,Cork,Product A,36.15,22,1,0
2023-04-23,Cork,Product A,36.15,40,0,1
2023-04-24,Cork,Product A,36.15,14,0,0
2023-04-25,Cork,Product A,36.15,23,0,1
2023-04-26,Cork,Product A,36.15,5,1,0
2023-04-27,Cork,Product A,36.15,20,1,0
2023-04-28,Cork,Product A,36.15,42,1,1
2023-04-29,Cork,Product A,36.15,20,0,0
2023-04-30,Cork,Product A,36.15,15,0,1
2023-05-01,Cork,Product A,36.15,49,0,1
2023-05-02,Cork,Product A,36.15,40,0,1
2023-05-03,Cork,Product A,36.15,6,1,1
2023-05-04,Cork,Product A,36.15,17,0,1
2023-05-05,Cork,Product A,36.15,23,0,1
2023-05-06,Cork,Product A,36.15,16,0,0
2023-05-07,Cork,Product A,36.15,25,0,1
2023-05-08,Cork,Product A,36.15,10,0,0
2023-05-09,Cork,Product A,36.15,19,1,1
2023-05-10,Cork,Product A,36.15,39,0,1
2023-05-11,Cork,Product A,36.15,19,1,1
2023-05-12,Cork,Product A,36.15,29,1,0
2023-05-13,Cork,Product A,36.15,12,1,0
2023-05-14,Cork,Product A,36.15,11,0,1
2023-05-15,Cork,Product A,36.15,45,0,1
2023-05-16,Cork,Product A,36.15,12,0,1
2023-05-17,Cork,Product A,36.15,20,0,0
2023-05-18,Cork,Product A,36.15,46,0,0
2023-05-19,Cork,Product A,36.15,7,0,1
2023-05-20,Cork,Product A,36.15,13,1,1
2023-05-21,Cork,Product A,36.15,48,1,0
2023-05-22,Cork,Product A,36.15,15,1,1
2023-05-23,Cork,Product A,36.15,21,0,1
2023-05-24,Cork,Product A,36.15,31,0,0
2023-05-25,Cork,Product A,36.15,34,0,1
2023-05-26,Cork,Product A,36.15,36,0,0
2023-05-27,Cork,Product A,36.15,23,1,1
2023-05-28,Cork,Product A,36.15,31,1,0
2023-05-29,Cork,Product A,36.15,43,1,1
2023-05-30,Cork,Product A,36.15,26,0,1
2023-05-31,Cork,Product A,36.15,6,0,1
2023-06-01,Cork,Product A,36.15,34,1,0
2023-06-02,Cork,Product A,36.15,22,1,0
2023-06-03,Cork,Product A,36.15,35,1,0
2023-06-04,Cork,Product A,36.15,25,1,0
2023-06-05,Cork,Product A,36.15,21,1,0
2023-06-06,Cork,Product A,36.15,13,1,1
2023-06-07,Cork,Product A,36.15,5,1,0
2023-06-08,Cork,Product A,36.15,32,0,0
2023-06-09,Cork,Product A,36.15,35,1,0
2023-06-10,Cork,Product A,36.15,14,0,0
2023-06-11,Cork,Product A,36.15,25,1,1
2023-06-12,Cork,Product A,36.15,44,0,1
2023-06-13,Cork,Product A,36.15,30,0,0
2023-06-14,Cork,Product A,36.15,16,0,1
2023-06-15,Cork,Product A,36.15,47,1,0
2023-06-16,Cork,Product A,36.15,7,0,0
2023-06-17,Cork,Product A,36.15,29,0,0
2023-06-18,Cork,Product A,36.15,10,1,1
2023-06-19,Cork,Product A,36.15,32,1,1
2023-06-20,Cork,Product A,36.15,5,1,1
2023-06-21,Cork,Product A,36.15,38,0,0
2023-06-22,Cork,Product A,36.15,6,0,0
2023-06-23,Cork,Product A,36.15,10,0,0
2023-06-24,Cork,Product A,36.15,23,1,0
2023-06-25,Cork,Product A,36.15,11,1,0
2023-06-26,Cork,Product A,36.15,6,0,1
2023-06-27,Cork,Product A,36.15,20,0,0
2023-06-28,Cork,Product A,36.15,43,1,1
2023-06-29,Cork,Product A,36.15,29,1,0
2023-06-30,Cork,Product A,36.15,45,1,1
2023-07-01,Cork,Product A,36.15,39,0,0
2023-07-02,Cork,Product A,36.15,41,0,0
2023-07-03,Cork,Product A,36.15,28,1,1
2023-07-04,Cork,Product A,36.15,7,0,0
2023-07-05,Cork,Product A,36.15,42,1,1
2023-07-06,Cork,Product A,36.15,16,1,0
2023-07-07,Cork,Product A,36.15,44,0,0
2023-07-08,Cork,Product A,36.15,5,1,0
2023-07-09,Cork,Product A,36.15,44,0,0
2023-07-10,Cork,Product A,36.15,5,0,0
2023-07-11,Cork,Product A,36.15,5,0,0
2023-07-12,Cork,Product A,36.15,34,0,0
2023-07-13,Cork,Product A,36.15,25,1,1
2023-07-14,Cork,Product A,36.15,10,1,0
2023-07-15,Cork,Product A,36.15,12,1,1
2023-07-16,Cork,Product A,36.15,13,1,0
2023-07-17,Cork,Product A,36.15,41,1,1
2023-07-18,Cork,Product A,36.15,43,1,1
2023-07-19,Cork,Product A,36.15,21,1,1
2023-07-20,Cork,Product A,36.15,25,0,0
2023-07-21,Cork,Product A,36.15,38,0,0
2023-07-22,Cork,Product A,36.15,49,0,0
2023-07-23,Cork,Product A,36.15,47,0,1
2023-07-24,Cork,Product A,36.15,31,1,0
2023-07-25,Cork,Product A,36.15,16,0,0
2023-07-26,Cork,Product A,36.15,35,1,0
2023-07-27,Cork,Product A,36.15,16,1,1
2023-07-28,Cork,Product A,36.15,36,0,1
2023-07-29,Cork,Product A,36.15,23,0,1
2023-07-30,Cork,Product A,36.15,27,0,1
2023-07-31,Cork,Product A,36.15,39,1,0
2023-08-01,Cork,Product A,36.15,48,0,0
2023-08-02,Cork,Product A,36.15,24,1,1
2023-08-03,Cork,Product A,36.15,7,0,1
2023-08-04,Cork,Product A,36.15,6,1,1
2023-08-05,Cork,Product A,36.15,29,1,1
2023-08-06,Cork,Product A,36.15,29,1,0
2023-08-07,Cork,Product A,36.15,13,1,0
2023-08-08,Cork,Product A,36.15,14,1,1
2023-08-09,Cork,Product A,36.15,40,0,1
2023-08-10,Cork,Product A,36.15,17,1,0
2023-08-11,Cork,Product A,36.15,18,0,0
2023-08-12,Cork,Product A,36.15,47,1,1
2023-08-13,Cork,Product A,36.15,38,0,0
2023-08-14,Cork,Product A,36.15,23,0,1
2023-08-15,Cork,Product A,36.15,10,0,0
2023-08-16,Cork,Product A,36.15,36,0,1
2023-08-17,Cork,Product A,36.15,40,0,1
2023-08-18,Cork,Product A,36.15,7,1,0
2023-08-19,Cork,Product A,36.15,22,0,0
2023-08-20,Cork,Product A,36.15,19,1,0
2023-08-21,Cork,Product A,36.15,15,1,1
2023-08-22,Cork,Product A,36.15,31,0,1
2023-08-23,Cork,Product A,36.15,39,1,1
2023-08-24,Cork,Product A,36.15,21,1,1
2023-08-25,Cork,Product A,36.15,35,1,1
2023-08-26,Cork,Product A,36.15,14,1,1
2023-08-27,Cork,Product A,36.15,9,0,1
2023-08-28,Cork,Product A,36.15,32,0,0
2023-08-29,Cork,Product A,36.15,8,1,1
2023-08-30,Cork,Product A,36.15,14,0,1
2023-08-31,Cork,Product A,36.15,33,0,1
2023-09-01,Cork,Product A,36.15,16,1,1
2023-09-02,Cork,Product A,36.15,43,0,1
2023-09-03,Cork,Product A,36.15,33,1,1
2023-09-04,Cork,Product A,36.15,36,0,1
2023-09-05,Cork,Product A,36.15,15,0,1
2023-09-06,Cork,Product A,36.15,46,1,0
2023-09-07,Cork,Product A,36.15,15,1,0
2023-09-08,Cork,Product A,36.15,21,1,1
2023-09-09,Cork,Product A,36.15,36,1,1
2023-09-10,Cork,Product A,36.15,10,0,1
2023-09-11,Cork,Product A,36.15,9,0,0
2023-09-12,Cork,Product A,36.15,31,1,1
2023-09-13,Cork,Product A,36.15,6,1,0
2023-09-14,Cork,Product A,36.15,11,1,0
2023-09-15,Cork,Product A,36.15,37,0,1
2023-09-16,Cork,Product A,36.15,22,0,1
2023-09-17,Cork,Product A,36.15,44,0,0
2023-09-18,Cork,Product A,36.15,20,0,1
2023-09-19,Cork,Product A,36.15,25,0,1
2023-09-20,Cork,Product A,36.15,47,0,1
2023-09-21,Cork,Product A,36.15,17,1,1
2023-09-22,Cork,Product A,36.15,38,1,0
2023-09-23,Cork,Product A,36.15,14,1,0
2023-09-24,Cork,Product A,36.15,5,0,0
2023-09-25,Cork,Product A,36.15,28,0,0
2023-09-26,Cork,Product A,36.15,5,1,1
2023-09-27,Cork,Product A,36.15,31,0,1
2023-09-28,Cork,Product A,36.15,18,0,0
2023-09-29,Cork,Product A,36.15,38,1,1
2023-09-30,Cork,Product A,36.15,14,1,1
2023-10-01,Cork,Product A,36.15,28,1,0
2023-10-02,Cork,Product A,36.15,38,1,1
2023-10-03,Cork,Product A,36.15,11,1,0
2023-10-04,Cork,Product A,36.15,10,0,1
2023-10-05,Cork,Product A,36.15,44,1,0
2023-10-06,Cork,Product A,36.15,46,0,0
2023-10-07,Cork,Product A,36.15,9,1,1
2023-10-08,Cork,Product A,36.15,9,0,1
2023-10-09,Cork,Product A,36.15,11,0,0
2023-10-10,Cork,Product A,36.15,11,0,0
2023-10-11,Cork,Product A,36.15,23,0,0
2023-10-12,Cork,Product A,36.15,37,1,1
2023-10-13,Cork,Product A,36.15,23,0,1
2023-10-14,Cork,Product A,36.15,32,1,0
2023-10-15,Cork,Product A,36.15,20,0,1
2023-10-16,Cork,Product A,36.15,26,1,0
2023-10-17,Cork,Product A,36.15,22,0,1
2023-10-18,Cork,Product A,36.15,45,0,0
2023-10-19,Cork,Product A,36.15,27,0,0
2023-10-20,Cork,Product A,36.15,23,1,1
2023-10-21,Cork,Product A,36.15,6,0,1
2023-10-22,Cork,Product A,36.15,43,1,1
2023-10-23,Cork,Product A,36.15,37,1,0
2023-10-24,Cork,Product A,36.15,13,0,0
2023-10-25,Cork,Product A,36.15,39,0,0
2023-10-26,Cork,Product A,36.15,42,1,0
2023-10-27,Cork,Product A,36.15,35,1,0
2023-10-28,Cork,Product A,36.15,45,1,0
2023-10-29,Cork,Product A,36.15,30,1,1
2023-10-30,Cork,Product A,36.15,5,0,0
2023-10-31,Cork,Product A,36.15,31,0,0
2023-11-01,Cork,Product A,36.15,30,1,1
2023-11-02,Cork,Product A,36.15,15,1,0
2023-11-03,Cork,Product A,36.15,46,1,0
2023-11-04,Cork,Product A,36.15,40,0,0
2023-11-05,Cork,Product A,36.15,27,0,0
2023-11-06,Cork,Product A,36.15,36,1,1
2023-11-07,Cork,Product A,36.15,23,0,1
2023-11-08,Cork,Product A,36.15,12,0,1
2023-11-09,Cork,Product A,36.15,42,1,1
2023-11-10,Cork,Product A,36.15,30,0,0
2023-11-11,Cork,Product A,36.15,41,1,1
2023-11-12,Cork,Product A,36.15,17,0,0
2023-11-13,Cork,Product A,36.15,8,0,1
2023-11-14,Cork,Product A,36.15,31,0,0
2023-11-15,Cork,Product A,36.15,14,0,1
2023-11-16,Cork,Product A,36.15,27,1,0
2023-11-17,Cork,Product A,36.15,39,1,0
2023-11-18,Cork,Product A,36.15,9,0,0
2023-11-19,Cork,Product A,36.15,22,0,1
2023-11-20,Cork,Product A,36.15,10,1,0
2023-11-21,Cork,Product A,36.15,48,0,1
2023-11-22,Cork,Product A,36.15,32,0,1
2023-11-23,Cork,Product A,36.15,23,0,0
2023-11-24,Cork,Product A,36.15,40,0,1
2023-11-25,Cork,Product A,36.15,35,1,0
2023-11-26,Cork,Product A,36.15,5,0,0
2023-11-27,Cork,Product A,36.15,41,1,1
2023-11-28,Cork,Product A,36.15,13,0,0
2023-11-29,Cork,Product A,36.15,32,0,0
2023-11-30,Cork,Product A,36.15,7,0,0
2023-12-01,Cork,Product A,36.15,34,1,0
2023-12-02,Cork,Product A,36.15,38,1,1
2023-12-03,Cork,Product A,36.15,11,1,1
2023-12-04,Cork,Product A,36.15,42,0,1
2023-12-05,Cork,Product A,36.15,19,1,1
2023-12-06,Cork,Product A,36.15,36,1,1
2023-12-07,Cork,Product A,36.15,44,1,0
2023-12-08,Cork,Product A,36.15,27,1,0
2023-12-09,Cork,Product A,36.15,19,1,1
2023-12-10,Cork,Product A,36.15,8,0,0
2023-12-11,Cork,Product A,36.15,12,1,1
2023-12-12,Cork,Product A,36.15,12,0,1
2023-12-13,Cork,Product A,36.15,24,1,1
2023-12-14,Cork,Product A,36.15,32,1,1
2023-12-15,Cork,Product A,36.15,6,0,1
2023-12-16,Cork,Product A,36.15,6,1,1
2023-12-17,Cork,Product A,36.15,29,1,1
2023-12-18,Cork,Product A,36.15,39,0,1
2023-12-19,Cork,Product A,36.15,39,0,1
2023-12-20,Cork,Product A,36.15,27,1,1
2023-12-21,Cork,Product A,36.15,41,1,0
2023-12-22,Cork,Product A,36.15,32,0,1
2023-12-23,Cork,Product A,36.15,19,1,0
2023-12-24,Cork,Product A,36.15,37,0,1
2023-12-25,Cork,Product A,36.15,47,0,1
2023-12-26,Cork,Product A,36.15,13,1,0
2023-12-27,Cork,Product A,36.15,47,1,0
2023-12-28,Cork,Product A,36.15,23,1,0
2023-12-29,Cork,Product A,36.15,28,0,0
2023-12-30,Cork,Product A,36.15,18,0,0
2023-12-31,Cork,Product A,36.15,27,0,0
2023-01-01,Cork,Product B,17.95,30,1,1
2023-01-02,Cork,Product B,17.95,30,0,1
2023-01-03,Cork,Product B,17.95,37,1,0
2023-01-04,Cork,Product B,17.95,31,0,0
2023-01-05,Cork,Product B,17.95,42,1,0
2023-01-06,Cork,Product B,17.95,49,1,1
2023-01-07,Cork,Product B,17.95,15,1,0
2023-01-08,Cork,Product B,17.95,32,1,0
2023-01-09,Cork,Product B,17.95,12,0,1
2023-01-10,Cork,Product B,17.95,22,0,1
2023-01-11,Cork,Product B,17.95,11,1,0
2023-01-12,Cork,Product B,17.95,38,0,1
2023-01-13,Cork,Product B,17.95,20,1,0
2023-01-14,Cork,Product B,17.95,36,0,1
2023-01-15,Cork,Product B,17.95,45,0,1
2023-01-16,Cork,Product B,17.95,10,0,0
2023-01-17,Cork,Product B,17.95,30,1,1
2023-01-18,Cork,Product B,17.95,19,1,1
2023-01-19,Cork,Product B,17.95,21,0,0
2023-01-20,Cork,Product B,17.95,20,0,0
2023-01-21,Cork,Product B,17.95,31,1,1
2023-01-22,Cork,Product B,17.95,28,0,1
2023-01-23,Cork,Product B,17.95,37,0,0
2023-01-24,Cork,Product B,17.95,7,1,0
2023-01-25,Cork,Product B,17.95,32,0,0
2023-01-26,Cork,Product B,17.95,41,1,0
2023-01-27,Cork,Product B,17.95,13,1,1
2023-01-28,Cork,Product B,17.95,27,0,0
2023-01-29,Cork,Product B,17.95,33,1,0
2023-01-30,Cork,Product B,17.95,9,0,0
2023-01-31,Cork,Product B,17.95,38,0,1
2023-02-01,Cork,Product B,17.95,29,1,0
2023-02-02,Cork,Product B,17.95,12,1,0
2023-02-03,Cork,Product B,17.95,21,0,1
2023-02-04,Cork,Product B,17.95,19,1,0
2023-02-05,Cork,Product B,17.95,38,0,0
2023-02-06,Cork,Product B,17.95,43,1,1
2023-02-07,Cork,Product B,17.95,24,0,1
2023-02-08,Cork,Product B,17.95,13,1,0
2023-02-09,Cork,Product B,17.95,6,0,0
2023-02-10,Cork,Product B,17.95,7,1,0
2023-02-11,Cork,Product B,17.95,29,0,0
2023-02-12,Cork,Product B,17.95,13,0,0
2023-02-13,Cork,Product B,17.95,13,0,1
2023-02-14,Cork,Product B,17.95,48,1,0
2023-02-15,Cork,Product B,17.95,37,1,1
2023-02-16,Cork,Product B,17.95,7,1,1
2023-02-17,Cork,Product B,17.95,42,0,0
2023-02-18,Cork,Product B,17.95,24,1,0
2023-02-19,Cork,Product B,17.95,39,1,0
2023-02-20,Cork,Product B,17.95,45,0,1
2023-02-21,Cork,Product B,17.95,7,1,0
2023-02-22,Cork,Product B,17.95,21,0,1
2023-02-23,Cork,Product B,17.95,21,1,0
2023-02-24,Cork,Product B,17.95,11,1,1
2023-02-25,Cork,Product B,17.95,36,0,0
2023-02-26,Cork,Product B,17.95,32,0,0
2023-02-27,Cork,Product B,17.95,30,0,0
2023-02-28,Cork,Product B,17.95,33,1,1
2023-03-01,Cork,Product B,17.95,19,0,1
2023-03-02,Cork,Product B,17.95,28,0,1
2023-03-03,Cork,Product B,17.95,24,1,0
2023-03-04,Cork,Product B,17.95,36,1,0
2023-03-05,Cork,Product B,17.95,31,1,1
2023-03-06,Cork,Product B,17.95,44,1,0
2023-03-07,Cork,Product B,17.95,27,0,0
2023-03-08,Cork,Product B,17.95,24,1,0
2023-03-09,Cork,Product B,17.95,33,1,1
2023-03-10,Cork,Product B,17.95,47,0,1
2023-03-11,Cork,Product B,17.95,40,1,0
2023-03-12,Cork,Product B,17.95,11,0,1
2023-03-13,Cork,Product B,17.95,20,0,0
2023-03-14,Cork,Product B,17.95,43,0,1
2023-03-15,Cork,Product B,17.95,17,0,0
2023-03-16,Cork,Product B,17.95,6,0,0
2023-03-17,Cork,Product B,17.95,44,0,1
2023-03-18,Cork,Product B,17.95,12,1,0
2023-03-19,Cork,Product B,17.95,13,1,0
2023-03-20,Cork,Product B,17.95,23,1,1
2023-03-21,Cork,Product B,17.95,6,1,0
2023-03-22,Cork,Product B,17.95,48,0,0
2023-03-23,Cork,Product B,17.95,35,0,0
2023-03-24,Cork,Product B,17.95,25,1,0
2023-03-25,Cork,Product B,17.95,37,0,1
2023-03-26,Cork,Product B,17.95,38,1,0
2023-03-27,Cork,Product B,17.95,40,0,0
2023-03-28,Cork,Product B,17.95,38,1,0
2023-03-29,Cork,Product B,17.95,30,1,0
2023-03-30,Cork,Product B,17.95,49,0,0
2023-03-31,Cork,Product B,17.95,35,0,1
2023-04-01,Cork,Product B,17.95,37,1,1
2023-04-02,Cork,Product B,17.95,9,1,1
2023-04-03,Cork,Product B,17.95,24,0,1
2023-04-04,Cork,Product B,17.95,47,0,1
2023-04-05,Cork,Product B,17.95,25,1,1
2023-04-06,Cork,Product B,17.95,49,0,0
2023-04-07,Cork,Product B,17.95,13,1,0
2023-04-08,Cork,Product B,17.95,23,0,1
2023-04-09,Cork,Product B,17.95,33,1,1
2023-04-10,Cork,Product B,17.95,29,0,0
2023-04-11,Cork,Product B,17.95,28,0,1
2023-04-12,Cork,Product B,17.95,33,1,0
2023-04-13,Cork,Product B,17.95,18,0,0
2023-04-14,Cork,Product B,17.95,36,1,1
2023-04-15,Cork,Product B,17.95,28,0,0
2023-04-16,Cork,Product B,17.95,49,0,0
2023-04-17,Cork,Product B,17.95,25,1,0
2023-04-18,Cork,Product B,17.95,19,0,1
2023-04-19,Cork,Product B,17.95,40,0,0
2023-04-20,Cork,Product B,17.95,19,0,0
2023-04-21,Cork,Product B,17.95,11,1,1
2023-04-22,Cork,Product B,17.95,22,0,0
2023-04-23,Cork,Product B,17.95,8,0,1
2023-04-24,Cork,Product B,17.95,40,1,1
2023-04-25,Cork,Product B,17.95,33,1,0
2023-04-26,Cork,Product B,17.95,13,0,1
2023-04-27,Cork,Product B,17.95,12,0,0
2023-04-28,Cork,Product B,17.95,9,1,1
2023-04-29,Cork,Product B,17.95,22,0,1
2023-04-30,Cork,Product B,17.95,21,1,0
2023-05-01,Cork,Product B,17.95,30,1,1
2023-05-02,Cork,Product B,17.95,34,1,0
2023-05-03,Cork,Product B,17.95,18,1,1
2023-05-04,Cork,Product B,17.95,43,1,0
2023-05-05,Cork,Product B,17.95,15,0,0
2023-05-06,Cork,Product B,17.95,45,0,0
2023-05-07,Cork,Product B,17.95,7,0,1
2023-05-08,Cork,Product B,17.95,36,0,1
2023-05-09,Cork,Product B,17.95,46,1,1
2023-05-10,Cork,Product B,17.95,11,0,1
2023-05-11,Cork,Product B,17.95,29,0,1
2023-05-12,Cork,Product B,17.95,43,0,1
2023-05-13,Cork,Product B,17.95,40,1,0
2023-05-14,Cork,Product B,17.95,5,1,1
2023-05-15,Cork,Product B,17.95,18,0,1
2023-05-16,Cork,Product B,17.95,32,0,1
2023-05-17,Cork,Product B,17.95,6,1,0
2023-05-18,Cork,Product B,17.95,41,0,1
2023-05-19,Cork,Product B,17.95,41,1,0
2023-05-20,Cork,Product B,17.95,31,0,0
2023-05-21,Cork,Product B,17.95,41,0,0
2023-05-22,Cork,Product B,17.95,13,0,1
2023-05-23,Cork,Product B,17.95,44,0,0
2023-05-24,Cork,Product B,17.95,42,1,0
2023-05-25,Cork,Product B,17.95,10,1,0
2023-05-26,Cork,Product B,17.95,8,0,1
2023-05-27,Cork,Product B,17.95,19,1,0
2023-05-28,Cork,Product B,17.95,39,0,1
2023-05-29,Cork,Product B,17.95,16,0,1
2023-05-30,Cork,Product B,17.95,22,1,1
2023-05-31,Cork,Product B,17.95,20,1,1
2023-06-01,Cork,Product B,17.95,49,1,0
2023-06-02,Cork,Product B,17.95,47,1,0
2023-06-03,Cork,Product B,17.95,49,1,0
2023-06-04,Cork,Product B,17.95,14,0,0
2023-06-05,Cork,Product B,17.95,29,0,1
2023-06-06,Cork,Product B,17.95,38,0,0
2023-06-07,Cork,Product B,17.95,17,1,1
2023-06-08,Cork,Product B,17.95,34,1,1
2023-06-09,Cork,Product B,17.95,42,1,0
2023-06-10,Cork,Product B,17.95,8,1,1
2023-06-11,Cork,Product B,17.95,31,0,1
2023-06-12,Cork,Product B,17.95,16,0,0
2023-06-13,Cork,Product B,17.95,30,1,1
2023-06-14,Cork,Product B,17.95,46,0,1
2023-06-15,Cork,Product B,17.95,13,1,0
2023-06-16,Cork,Product B,17.95,21,0,0
2023-06-17,Cork,Product B,17.95,23,0,0
2023-06-18,Cork,Product B,17.95,28,1,1
2023-06-19,Cork,Product B,17.95,44,1,1
2023-06-20,Cork,Product B,17.95,29,0,0
